GID	Lat	Long	ReleaseSequence	NoReleaseCups	NoMozziesPerReleaseSite	NoFemales	NoMales	Date
14908	-16.92041	145.76474	115	3	180.00	98.53	81.47	4/4/13
25076	-16.92115	145.76525	116	3	180.00	98.53	81.47	4/4/13
14543	-16.92137	145.76537	117	3	180.00	98.53	81.47	4/4/13
7450	-16.91939	145.76392	118	3	180.00	98.53	81.47	4/4/13
5063	-16.91917	145.76374	119	3	180.00	98.53	81.47	4/4/13
900009	-16.91854	145.7632	120	3	180.00	98.53	81.47	4/4/13
55468	-16.91761	145.76241	121	3	180.00	98.53	81.47	4/4/13
51306	-16.91709	145.76165	122	3	180.00	98.53	81.47	4/4/13
64563	-16.91688	145.76133	123	3	180.00	98.53	81.47	4/4/13
45879	-16.91506	145.75961	124	3	180.00	98.53	81.47	4/4/13
46246	-16.91532	145.76009	125	3	180.00	98.53	81.47	4/4/13
47652	-16.9156	145.76058	126	3	180.00	98.53	81.47	4/4/13
49306	-16.91588	145.76107	127	3	180.00	98.53	81.47	4/4/13
51742	-16.91658	145.76228	128	3	180.00	98.53	81.47	4/4/13
53529	-16.91689	145.76281	129	3	180.00	98.53	81.47	4/4/13
55701	-16.91741	145.76315	130	3	180.00	98.53	81.47	4/4/13
1835	-16.91831	145.7639	131	3	180.00	98.53	81.47	4/4/13
67089	-16.91863	145.76443	132	3	180.00	98.53	81.47	4/4/13
14044	-16.91992	145.76536	133	3	180.00	98.53	81.47	4/4/13
58571	-16.92025	145.76576	134	3	180.00	98.53	81.47	4/4/13
21623	-16.92062	145.76595	135	3	180.00	98.53	81.47	4/4/13
900010	-16.92062	145.76626	136	3	180.00	98.53	81.47	4/4/13
36083	-16.92353	145.76051	1	3	214.20	118.82	95.38	11/4/13
36075	-16.92376	145.7607	2	3	214.20	118.82	95.38	11/4/13
49429	-16.92399	145.76087	3	3	214.20	118.82	95.38	11/4/13
38067	-16.92461	145.76146	4	3	214.20	118.82	95.38	11/4/13
8525	-16.92413	145.7614	5	3	214.20	118.82	95.38	11/4/13
54791	-16.92392	145.76119	6	3	214.20	118.82	95.38	11/4/13
44074	-16.92359	145.76091	7	3	214.20	118.82	95.38	11/4/13
554	-16.92289	145.76089	8	3	214.20	118.82	95.38	11/4/13
558	-16.92332	145.76125	9	3	214.20	118.82	95.38	11/4/13
562	-16.92376	145.76162	10	3	214.20	118.82	95.38	11/4/13
565	-16.92408	145.7619	11	3	214.20	118.82	95.38	11/4/13
569	-16.92382	145.762	12	3	214.20	118.82	95.38	11/4/13
573	-16.92339	145.76163	13	3	214.20	118.82	95.38	11/4/13
578	-16.92284	145.76117	14	3	214.20	118.82	95.38	11/4/13
594	-16.92257	145.76151	15	3	214.20	118.82	95.38	11/4/13
598	-16.92301	145.76188	16	3	214.20	118.82	95.38	11/4/13
604	-16.92366	145.76243	17	3	214.20	118.82	95.38	11/4/13
900019	-16.9234	145.76254	18	3	214.20	118.82	95.38	11/4/13
587	-16.92285	145.76207	19	3	214.20	118.82	95.38	11/4/13
591	-16.92242	145.7617	20	3	214.20	118.82	95.38	11/4/13
27249	-16.92175	145.76105	21	3	214.20	118.82	95.38	11/4/13
27152	-16.92122	145.76065	22	3	214.20	118.82	95.38	11/4/13
26613	-16.92077	145.76022	23	3	214.20	118.82	95.38	11/4/13
18226	-16.91574	145.75878	24	3	214.20	118.82	95.38	11/4/13
14871	-16.916	145.75822	25	3	214.20	118.82	95.38	11/4/13
11437	-16.91633	145.75782	26	3	214.20	118.82	95.38	11/4/13
20122	-16.91663	145.75788	27	3	214.20	118.82	95.38	11/4/13
20425	-16.91692	145.7581	28	3	214.20	118.82	95.38	11/4/13
441	-16.91739	145.75832	29	3	214.20	118.82	95.38	11/4/13
444	-16.91774	145.7587	30	3	214.20	118.82	95.38	11/4/13
498	-16.91852	145.75922	31	3	214.20	118.82	95.38	11/4/13
23229	-16.92018	145.76075	32	3	214.20	118.82	95.38	11/4/13
23634	-16.9205	145.76103	33	3	214.20	118.82	95.38	11/4/13
24190	-16.92131	145.76171	34	3	214.20	118.82	95.38	11/4/13
608	-16.92215	145.76237	35	3	214.20	118.82	95.38	11/4/13
612	-16.9225	145.76266	36	3	214.20	118.82	95.38	11/4/13
618	-16.92311	145.76316	37	3	214.20	118.82	95.38	11/4/13
669	-16.92164	145.76256	38	3	214.20	118.82	95.38	11/4/13
626	-16.92237	145.7633	39	3	214.20	118.82	95.38	11/4/13
634	-16.92273	145.76366	40	3	214.20	118.82	95.38	11/4/13
637	-16.92255	145.76388	41	3	214.20	118.82	95.38	11/4/13
656	-16.92221	145.76365	42	3	214.20	118.82	95.38	11/4/13
661	-16.92186	145.76335	43	3	214.20	118.82	95.38	11/4/13
665	-16.92158	145.76311	44	3	214.20	118.82	95.38	11/4/13
631	-16.92128	145.76296	45	3	214.20	118.82	95.38	11/4/13
17769	-16.92088	145.76196	46	3	214.20	118.82	95.38	11/4/13
50838	-16.92042	145.76157	47	3	214.20	118.82	95.38	11/4/13
35611	-16.92006	145.76126	48	3	214.20	118.82	95.38	11/4/13
459	-16.91978	145.76017	49	3	214.20	118.82	95.38	11/4/13
900022	-16.91943	145.7606	50	3	214.20	118.82	95.38	11/4/13
469	-16.91921	145.76089	51	3	214.20	118.82	95.38	11/4/13
473	-16.91897	145.76119	52	3	214.20	118.82	95.38	11/4/13
21365	-16.91931	145.76189	53	3	214.20	118.82	95.38	11/4/13
15264	-16.9197	145.76167	54	3	214.20	118.82	95.38	11/4/13
48839	-16.92004	145.76204	55	3	214.20	118.82	95.38	11/4/13
6511	-16.92036	145.76231	56	3	214.20	118.82	95.38	11/4/13
40150	-16.92079	145.76267	57	3	214.20	118.82	95.38	11/4/13
652	-16.92102	145.76336	58	3	214.20	118.82	95.38	11/4/13
647	-16.92137	145.76366	59	3	214.20	118.82	95.38	11/4/13
548	-16.92159	145.76385	60	3	214.20	118.82	95.38	11/4/13
643	-16.92186	145.76408	61	3	214.20	118.82	95.38	11/4/13
900000	-16.92229	145.76444	62	3	214.20	118.82	95.38	11/4/13
24096	-16.92041	145.76284	63	3	214.20	118.82	95.38	11/4/13
23638	-16.91988	145.76239	64	3	214.20	118.82	95.38	11/4/13
23223	-16.91942	145.762	65	3	214.20	118.82	95.38	11/4/13
475	-16.91881	145.76159	66	3	214.20	118.82	95.38	11/4/13
481	-16.91847	145.76119	67	3	214.20	118.82	95.38	11/4/13
484	-16.91872	145.76084	68	3	214.20	118.82	95.38	11/4/13
487	-16.91889	145.76062	69	3	214.20	118.82	95.38	11/4/13
491	-16.91912	145.76033	70	3	214.20	118.82	95.38	11/4/13
495	-16.91935	145.76004	71	3	214.20	118.82	95.38	11/4/13
502	-16.91894	145.75958	72	3	214.20	118.82	95.38	11/4/13
506	-16.91872	145.75987	73	3	214.20	118.82	95.38	11/4/13
510	-16.91837	145.7603	74	3	214.20	118.82	95.38	11/4/13
514	-16.91814	145.76059	75	3	214.20	118.82	95.38	11/4/13
519	-16.91782	145.76032	76	3	214.20	118.82	95.38	11/4/13
523	-16.91806	145.76003	77	3	214.20	118.82	95.38	11/4/13
435	-16.91749	145.75932	78	3	214.20	118.82	95.38	11/4/13
454	-16.91737	145.75911	79	3	214.20	118.82	95.38	11/4/13
900017	-16.91667	145.75872	80	3	214.20	118.82	95.38	11/4/13
31873	-16.91631	145.75834	81	3	214.20	118.82	95.38	11/4/13
31195	-16.91594	145.75864	82	3	214.20	118.82	95.38	11/4/13
900018	-16.91622	145.75896	83	3	214.20	118.82	95.38	11/4/13
900016	-16.91676	145.75924	84	3	214.20	118.82	95.38	11/4/13
412	-16.91704	145.75957	85	3	214.20	118.82	95.38	11/4/13
456	-16.91722	145.75978	86	3	214.20	118.82	95.38	11/4/13
448	-16.91644	145.7597	87	3	214.20	118.82	95.38	11/4/13
428	-16.91635	145.75918	88	3	214.20	118.82	95.38	11/4/13
431	-16.91608	145.75932	89	3	214.20	118.82	95.38	11/4/13
434	-16.91579	145.75911	90	3	214.20	118.82	95.38	11/4/13
47457	-16.91626	145.76032	91	3	214.20	118.82	95.38	11/4/13
21119	-16.91725	145.76096	92	3	214.20	118.82	95.38	11/4/13
23633	-16.91764	145.76157	93	3	214.20	118.82	95.38	11/4/13
24091	-16.91802	145.76203	94	3	214.20	118.82	95.38	11/4/13
15124	-16.91824	145.76215	95	3	214.20	118.82	95.38	11/4/13
24176	-16.91888	145.76239	96	3	214.20	118.82	95.38	11/4/13
24663	-16.91928	145.76286	97	3	214.20	118.82	95.38	11/4/13
13446	-16.91903	145.76306	98	3	214.20	118.82	95.38	11/4/13
4500	-16.91893	145.7634	99	3	214.20	118.82	95.38	11/4/13
58590	-16.91937	145.7636	100	3	214.20	118.82	95.38	11/4/13
25117	-16.9197	145.76321	101	3	214.20	118.82	95.38	11/4/13
25599	-16.91991	145.76339	102	3	214.20	118.82	95.38	11/4/13
20796	-16.91981	145.76373	103	3	214.20	118.82	95.38	11/4/13
10223	-16.91958	145.76421	104	3	214.20	118.82	95.38	11/4/13
33645	-16.91956	145.76521	105	3	214.20	118.82	95.38	11/4/13
900008	-16.91972	145.76511	106	3	214.20	118.82	95.38	11/4/13
11346	-16.92003	145.76454	107	3	214.20	118.82	95.38	11/4/13
26185	-16.92067	145.7641	108	3	214.20	118.82	95.38	11/4/13
26646	-16.92096	145.76434	109	3	214.20	118.82	95.38	11/4/13
27156	-16.92124	145.76444	110	3	214.20	118.82	95.38	11/4/13
27707	-16.92152	145.76482	111	3	214.20	118.82	95.38	11/4/13
36629	-16.92062	145.76477	112	3	214.20	118.82	95.38	11/4/13
42686	-16.9208	145.76492	113	3	214.20	118.82	95.38	11/4/13
14543	-16.92137	145.76537	114	3	214.20	118.82	95.38	11/4/13
26481	-16.92111	145.76552	115	3	214.20	118.82	95.38	11/4/13
19419	-16.92065	145.7651	116	3	214.20	118.82	95.38	11/4/13
900021	-16.91932	145.76386	117	3	214.20	118.82	95.38	11/4/13
4753	-16.9191	145.76368	118	3	214.20	118.82	95.38	11/4/13
900009	-16.91854	145.7632	119	3	214.20	118.82	95.38	11/4/13
56118	-16.91795	145.7627	120	3	214.20	118.82	95.38	11/4/13
51193	-16.91704	145.76157	121	3	214.20	118.82	95.38	11/4/13
45946	-16.91511	145.75972	122	3	214.20	118.82	95.38	11/4/13
47419	-16.91539	145.76021	123	3	214.20	118.82	95.38	11/4/13
47839	-16.91567	145.7607	124	3	214.20	118.82	95.38	11/4/13
49400	-16.91595	145.76119	125	3	214.20	118.82	95.38	11/4/13
53139	-16.91665	145.7624	126	3	214.20	118.82	95.38	11/4/13
53808	-16.91703	145.76291	127	3	214.20	118.82	95.38	11/4/13
55701	-16.91741	145.76315	128	3	214.20	118.82	95.38	11/4/13
2050	-16.91828	145.76415	129	3	214.20	118.82	95.38	11/4/13
7310	-16.91905	145.76455	130	3	214.20	118.82	95.38	11/4/13
15531	-16.92015	145.76543	131	3	214.20	118.82	95.38	11/4/13
900020	-16.92025	145.76602	132	3	214.20	118.82	95.38	11/4/13
19285	-16.92042	145.76578	133	3	214.20	118.82	95.38	11/4/13
66262	-16.9209	145.76608	134	3	214.20	118.82	95.38	11/4/13
36081	-16.92359	145.76055	1	3	187.50	95.66	91.76	18/4/13
49424	-16.92369	145.761	2	3	187.50	95.66	91.76	18/4/13
58491	-16.92446	145.76164	3	3	187.50	95.66	91.76	18/4/13
8423	-16.92429	145.7612	4	3	187.50	95.66	91.76	18/4/13
49427	-16.92387	145.76077	5	3	187.50	95.66	91.76	18/4/13
900006	-16.92348	145.76082	6	3	187.50	95.66	91.76	18/4/13
554	-16.92289	145.76089	7	3	187.50	95.66	91.76	18/4/13
557	-16.92321	145.76116	8	3	187.50	95.66	91.76	18/4/13
561	-16.92365	145.76153	9	3	187.50	95.66	91.76	18/4/13
564	-16.92397	145.7618	10	3	187.50	95.66	91.76	18/4/13
568	-16.92393	145.76209	11	3	187.50	95.66	91.76	18/4/13
572	-16.92349	145.76172	12	3	187.50	95.66	91.76	18/4/13
576	-16.92306	145.76135	13	3	187.50	95.66	91.76	18/4/13
594	-16.92257	145.76151	14	3	187.50	95.66	91.76	18/4/13
597	-16.9229	145.76179	15	3	187.50	95.66	91.76	18/4/13
579	-16.92376	145.76253	16	3	187.50	95.66	91.76	18/4/13
581	-16.9235	145.76263	17	3	187.50	95.66	91.76	18/4/13
585	-16.92307	145.76226	18	3	187.50	95.66	91.76	18/4/13
589	-16.92264	145.76189	19	3	187.50	95.66	91.76	18/4/13
27230	-16.92165	145.76096	20	3	187.50	95.66	91.76	18/4/13
26637	-16.921	145.76041	21	3	187.50	95.66	91.76	18/4/13
26194	-16.92066	145.76012	22	3	187.50	95.66	91.76	18/4/13
15921	-16.91579	145.7587	23	3	187.50	95.66	91.76	18/4/13
14455	-16.91611	145.75807	24	3	187.50	95.66	91.76	18/4/13
11105	-16.9164	145.75772	25	3	187.50	95.66	91.76	18/4/13
20134	-16.9167	145.75793	26	3	187.50	95.66	91.76	18/4/13
20497	-16.91709	145.7581	27	3	187.50	95.66	91.76	18/4/13
443	-16.91752	145.75854	28	3	187.50	95.66	91.76	18/4/13
445	-16.91786	145.75879	29	3	187.50	95.66	91.76	18/4/13
498	-16.91852	145.75922	30	3	187.50	95.66	91.76	18/4/13
23276	-16.92029	145.76087	31	3	187.50	95.66	91.76	18/4/13
66122	-16.92071	145.76121	32	3	187.50	95.66	91.76	18/4/13
24180	-16.92117	145.7616	33	3	187.50	95.66	91.76	18/4/13
24542	-16.92151	145.76176	34	3	187.50	95.66	91.76	18/4/13
610	-16.92233	145.76252	35	3	187.50	95.66	91.76	18/4/13
617	-16.92319	145.76307	36	3	187.50	95.66	91.76	18/4/13
620	-16.92269	145.76295	37	3	187.50	95.66	91.76	18/4/13
900025	-16.92192	145.76229	38	3	187.50	95.66	91.76	18/4/13
632	-16.92157	145.76273	39	3	187.50	95.66	91.76	18/4/13
670	-16.92185	145.76281	40	3	187.50	95.66	91.76	18/4/13
628	-16.92251	145.76341	41	3	187.50	95.66	91.76	18/4/13
633	-16.92278	145.76359	42	3	187.50	95.66	91.76	18/4/13
673	-16.92247	145.76399	43	3	187.50	95.66	91.76	18/4/13
657	-16.92214	145.76359	44	3	187.50	95.66	91.76	18/4/13
662	-16.92179	145.76329	45	3	187.50	95.66	91.76	18/4/13
666	-16.92151	145.76305	46	3	187.50	95.66	91.76	18/4/13
66735	-16.92074	145.76184	47	3	187.50	95.66	91.76	18/4/13
54980	-16.92049	145.76163	48	3	187.50	95.66	91.76	18/4/13
33582	-16.91999	145.7612	49	3	187.50	95.66	91.76	18/4/13
463	-16.91955	145.76046	50	3	187.50	95.66	91.76	18/4/13
467	-16.91932	145.76075	51	3	187.50	95.66	91.76	18/4/13
472	-16.91903	145.76111	52	3	187.50	95.66	91.76	18/4/13
15266	-16.91962	145.7616	53	3	187.50	95.66	91.76	18/4/13
38931	-16.91983	145.76186	54	3	187.50	95.66	91.76	18/4/13
52826	-16.92011	145.7621	55	3	187.50	95.66	91.76	18/4/13
22955	-16.92065	145.76255	56	3	187.50	95.66	91.76	18/4/13
651	-16.92109	145.76342	57	3	187.50	95.66	91.76	18/4/13
646	-16.92151	145.76378	58	3	187.50	95.66	91.76	18/4/13
675	-16.92201	145.76408	59	3	187.50	95.66	91.76	18/4/13
24110	-16.92056	145.76297	60	3	187.50	95.66	91.76	18/4/13
23705	-16.92021	145.76254	61	3	187.50	95.66	91.76	18/4/13
23612	-16.91974	145.76227	62	3	187.50	95.66	91.76	18/4/13
23223	-16.91942	145.762	63	3	187.50	95.66	91.76	18/4/13
480	-16.91854	145.76125	64	3	187.50	95.66	91.76	18/4/13
485	-16.91877	145.76077	65	3	187.50	95.66	91.76	18/4/13
489	-16.919	145.76048	66	3	187.50	95.66	91.76	18/4/13
493	-16.91923	145.76019	67	3	187.50	95.66	91.76	18/4/13
496	-16.9194	145.75997	68	3	187.50	95.66	91.76	18/4/13
503	-16.91889	145.75965	69	3	187.50	95.66	91.76	18/4/13
507	-16.91866	145.75994	70	3	187.50	95.66	91.76	18/4/13
512	-16.91826	145.76045	71	3	187.50	95.66	91.76	18/4/13
517	-16.91776	145.76058	72	3	187.50	95.66	91.76	18/4/13
520	-16.91788	145.76025	73	3	187.50	95.66	91.76	18/4/13
524	-16.91811	145.75996	74	3	187.50	95.66	91.76	18/4/13
381	-16.91834	145.75952	75	3	187.50	95.66	91.76	18/4/13
420	-16.91798	145.75899	76	3	187.50	95.66	91.76	18/4/13
415	-16.91766	145.75944	77	3	187.50	95.66	91.76	18/4/13
900027	-16.91721	145.759	78	3	187.50	95.66	91.76	18/4/13
35627	-16.91646	145.75845	79	3	187.50	95.66	91.76	18/4/13
27619	-16.91616	145.75823	80	3	187.50	95.66	91.76	18/4/13
422	-16.916	145.7588	81	3	187.50	95.66	91.76	18/4/13
426	-16.91629	145.75902	82	3	187.50	95.66	91.76	18/4/13
409	-16.91682	145.7594	83	3	187.50	95.66	91.76	18/4/13
413	-16.91723	145.75958	84	3	187.50	95.66	91.76	18/4/13
440	-16.91728	145.75847	85	3	187.50	95.66	91.76	18/4/13
52494	-16.91677	145.75856	86	3	187.50	95.66	91.76	18/4/13
427	-16.91646	145.75903	87	3	187.50	95.66	91.76	18/4/13
430	-16.91614	145.75948	88	3	187.50	95.66	91.76	18/4/13
18746	-16.91571	145.75905	89	3	187.50	95.66	91.76	18/4/13
47540	-16.91633	145.76042	90	3	187.50	95.66	91.76	18/4/13
66175	-16.91749	145.76148	91	3	187.50	95.66	91.76	18/4/13
900030	-16.91793	145.76195	92	3	187.50	95.66	91.76	18/4/13
14660	-16.9183	145.76208	93	3	187.50	95.66	91.76	18/4/13
900029	-16.91801	145.76245	94	3	187.50	95.66	91.76	18/4/13
67312	-16.91856	145.76288	95	3	187.50	95.66	91.76	18/4/13
24188	-16.91893	145.76256	96	3	187.50	95.66	91.76	18/4/13
900031	-16.91921	145.7628	97	3	187.50	95.66	91.76	18/4/13
6508	-16.91909	145.76299	98	3	187.50	95.66	91.76	18/4/13
900028	-16.91882	145.76344	99	3	187.50	95.66	91.76	18/4/13
25117	-16.9197	145.76321	100	3	187.50	95.66	91.76	18/4/13
900032	-16.92006	145.76352	101	3	187.50	95.66	91.76	18/4/13
21693	-16.91975	145.76381	102	3	187.50	95.66	91.76	18/4/13
7606	-16.91906	145.76471	103	3	187.50	95.66	91.76	18/4/13
33645	-16.91956	145.76521	104	3	187.50	95.66	91.76	18/4/13
11886	-16.91965	145.76501	105	3	187.50	95.66	91.76	18/4/13
26196	-16.92074	145.76416	106	3	187.50	95.66	91.76	18/4/13
26702	-16.9211	145.76446	107	3	187.50	95.66	91.76	18/4/13
10572	-16.92181	145.76482	108	3	187.50	95.66	91.76	18/4/13
11827	-16.9202	145.76456	109	3	187.50	95.66	91.76	18/4/13
15446	-16.92048	145.7648	110	3	187.50	95.66	91.76	18/4/13
25076	-16.92115	145.76525	111	3	187.50	95.66	91.76	18/4/13
26481	-16.92111	145.76552	112	3	187.50	95.66	91.76	18/4/13
19419	-16.92065	145.7651	113	3	187.50	95.66	91.76	18/4/13
8200	-16.91953	145.76404	114	3	187.50	95.66	91.76	18/4/13
5063	-16.91917	145.76374	115	3	187.50	95.66	91.76	18/4/13
4099	-16.91864	145.76329	116	3	187.50	95.66	91.76	18/4/13
55468	-16.91761	145.76241	117	3	187.50	95.66	91.76	18/4/13
53097	-16.91724	145.76187	118	3	187.50	95.66	91.76	18/4/13
51193	-16.91704	145.76157	119	3	187.50	95.66	91.76	18/4/13
24373	-16.91709	145.76118	120	3	187.50	95.66	91.76	18/4/13
46003	-16.91518	145.75984	121	3	187.50	95.66	91.76	18/4/13
47501	-16.91546	145.76033	122	3	187.50	95.66	91.76	18/4/13
49216	-16.91581	145.76094	123	3	187.50	95.66	91.76	18/4/13
51143	-16.91607	145.76146	124	3	187.50	95.66	91.76	18/4/13
51742	-16.91658	145.76228	125	3	187.50	95.66	91.76	18/4/13
55377	-16.91715	145.76301	126	3	187.50	95.66	91.76	18/4/13
1829	-16.91818	145.76375	127	3	187.50	95.66	91.76	18/4/13
2530	-16.91848	145.76416	128	3	187.50	95.66	91.76	18/4/13
14677	-16.91999	145.76542	129	3	187.50	95.66	91.76	18/4/13
40128	-16.92004	145.76558	130	3	187.50	95.66	91.76	18/4/13
58571	-16.92025	145.76576	131	3	187.50	95.66	91.76	18/4/13
19939	-16.92049	145.76584	132	3	187.50	95.66	91.76	18/4/13
19948	-16.92071	145.76621	133	3	187.50	95.66	91.76	18/4/13
23970	-16.9205	145.7664	134	3	187.50	95.66	91.76	18/4/13
